timestamp,crack_width_mm,seismic_energy_j,angle_x_deg,settlement_mm,label
2026-01-01 02:18:00,1.614,20.23,0.0826,0.96,0
2026-01-01 02:19:00,2.154,14.56,0.0825,0.919,0
2026-01-01 02:20:00,0.696,17.24,0.0839,0.649,0
2026-01-01 02:21:00,1.592,6.0,0.2038,0.669,0
2026-01-01 02:22:00,1.63,34.57,0.1191,0.909,0
2026-01-01 02:23:00,1.891,16.03,0.1215,1.147,0
2026-01-01 02:24:00,0.882,15.88,0.1515,1.365,0
2026-01-01 02:25:00,0.84,20.81,0.1119,0.679,0
2026-01-01 02:26:00,1.761,18.85,0.087,1.597,0
2026-01-01 02:27:00,1.648,16.79,0.0902,0.892,0
2026-01-01 02:28:00,1.625,8.68,0.0964,0.991,0
2026-01-01 02:29:00,1.673,18.77,0.0981,0.701,0
2026-01-01 02:30:00,1.16,30.06,0.1364,0.1,0
2026-01-01 02:31:00,1.616,25.76,0.1026,1.354,0
2026-01-01 02:32:00,1.647,27.75,0.1366,1.295,0
2026-01-01 02:33:00,1.143,10.91,0.096,0.887,0
2026-01-01 02:34:00,2.433,7.08,0.1039,1.027,0
2026-01-01 02:35:00,1.737,13.99,0.01,1.206,0
2026-01-01 02:36:00,0.904,15.45,0.1458,0.375,0
2026-01-01 02:37:00,1.828,23.75,0.1173,0.788,0
2026-01-01 02:38:00,1.013,1.46,0.1499,1.318,0
2026-01-01 02:39:00,1.894,27.24,0.01,0.498,0
2026-01-01 02:40:00,2.079,13.74,0.2044,1.117,0
2026-01-01 02:41:00,1.09,11.58,0.093,0.457,0
2026-01-01 02:42:00,1.982,6.9,0.1554,1.187,0
2026-01-01 02:43:00,1.706,1.76,0.048,0.986,0
2026-01-01 02:44:00,1.911,21.59,0.1306,0.354,0
2026-01-01 02:45:00,2.448,15.59,0.0473,1.466,0
2026-01-01 02:46:00,1.377,4.68,0.0688,0.706,0
2026-01-01 02:47:00,1.123,4.64,0.1957,0.676,0
2026-01-01 02:48:00,1.055,12.31,0.0905,1.08,0
2026-01-01 02:49:00,1.092,28.35,0.1109,1.459,0
2026-01-01 02:50:00,1.461,12.92,0.1435,0.594,0
2026-01-01 02:51:00,1.671,2.97,0.1248,1.025,0
2026-01-01 02:52:00,1.638,13.03,0.1075,1.172,0
2026-01-01 02:53:00,1.914,12.82,0.1182,1.277,0
2026-01-01 02:54:00,1.507,1.0,0.2202,1.071,0
2026-01-01 02:55:00,2.227,14.57,0.0971,0.853,0
2026-01-01 02:56:00,1.368,13.15,0.1101,0.669,0
2026-01-01 02:57:00,2.86,20.57,0.1525,1.034,0
2026-01-01 02:58:00,1.813,29.79,0.1553,0.571,0
2026-01-01 02:59:00,1.071,24.01,0.1594,0.1,0
2026-01-01 03:00:00,0.965,12.85,0.1319,1.175,0
2026-01-01 03:01:00,1.741,6.15,0.0428,1.362,0
2026-01-01 03:02:00,1.388,35.59,0.1817,0.1,0
2026-01-01 03:03:00,1.857,15.47,0.0427,0.596,0
2026-01-01 03:04:00,1.737,15.11,0.1151,1.248,0
2026-01-01 03:05:00,1.464,14.81,0.0623,1.823,0
2026-01-01 03:06:00,1.077,16.58,0.0968,1.008,0
2026-01-01 03:07:00,0.743,13.85,0.1164,0.709,0
2026-01-01 03:08:00,1.277,10.41,0.1161,0.927,0
2026-01-01 03:09:00,1.928,10.63,0.1211,1.55,0
2026-01-01 03:10:00,1.607,14.74,0.1807,0.742,0
2026-01-01 03:11:00,0.877,10.65,0.1227,0.68,0
2026-01-01 03:12:00,1.587,9.3,0.0878,0.807,0
2026-01-01 03:13:00,1.693,15.85,0.1482,0.619,0
2026-01-01 03:14:00,1.058,12.96,0.1595,1.049,0
2026-01-01 03:15:00,1.577,27.03,0.0386,1.65,0
2026-01-01 03:16:00,1.529,1.0,0.1299,1.129,0
2026-01-01 03:17:00,0.929,23.73,0.1351,0.899,0
2026-01-01 03:18:00,1.679,24.97,0.0851,0.883,0
2026-01-01 03:19:00,1.78,1.0,0.1688,0.375,0
2026-01-01 03:20:00,2.042,12.26,0.0925,1.353,0
2026-01-01 03:21:00,2.027,12.03,0.1063,0.969,0
2026-01-01 03:22:00,0.811,3.74,0.0913,0.928,0
2026-01-01 03:23:00,1.031,8.78,0.1008,2.277,0
2026-01-01 03:24:00,1.758,6.12,0.0452,1.12,0
2026-01-01 03:25:00,1.757,29.02,0.028,0.699,0
2026-01-01 03:26:00,1.758,22.49,0.1797,0.829,0
2026-01-01 03:27:00,3.426,25.17,0.0577,1.459,0
2026-01-01 03:28:00,1.785,20.77,0.0504,1.045,0
2026-01-01 03:29:00,2.068,5.97,0.01,0.425,0
2026-01-01 03:30:00,1.977,10.8,0.0681,1.368,0
2026-01-01 03:31:00,1.826,18.91,0.0338,0.733,0
2026-01-01 03:32:00,1.342,5.22,0.1821,1.749,0
2026-01-01 03:33:00,1.879,20.7,0.1505,1.432,0
2026-01-01 03:34:00,1.114,13.08,0.0656,0.821,0
2026-01-01 03:35:00,1.382,12.0,0.2126,1.512,0
2026-01-01 03:36:00,1.257,20.69,0.1491,1.027,0
2026-01-01 03:37:00,1.541,18.55,0.0838,1.341,0
2026-01-01 03:38:00,2.657,12.11,0.01,1.194,0
2026-01-01 03:39:00,0.566,24.27,0.2145,0.661,0
2026-01-01 03:40:00,1.843,6.35,0.0305,0.743,0
2026-01-01 03:41:00,0.694,19.93,0.0177,1.412,0
2026-01-01 03:42:00,1.264,19.74,0.1511,0.866,0
2026-01-01 03:43:00,2.044,12.52,0.222,0.839,0
2026-01-01 03:44:00,1.532,17.61,0.1692,0.618,0
2026-01-01 03:45:00,0.961,4.99,0.1282,1.169,0
2026-01-01 03:46:00,1.142,22.39,0.1297,1.825,0
2026-01-01 03:47:00,1.84,13.52,0.1427,0.573,0
2026-01-01 03:48:00,1.135,10.82,0.1379,1.01,0
2026-01-01 03:49:00,1.608,23.39,0.1141,1.565,0
2026-01-01 03:50:00,1.523,9.37,0.1052,0.968,0
2026-01-01 03:51:00,1.174,3.73,0.0969,1.181,0
2026-01-01 03:52:00,2.572,2.55,0.0623,0.575,0
2026-01-01 03:53:00,1.817,19.85,0.086,1.171,0
2026-01-01 03:54:00,0.487,4.76,0.0154,0.925,0
2026-01-01 03:55:00,1.593,29.04,0.0951,1.394,0
2026-01-01 03:56:00,1.169,1.0,0.0506,1.475,0
2026-01-01 03:57:00,1.926,28.57,0.0448,2.036,0
2026-01-01 03:58:00,1.104,16.69,0.109,1.232,0
2026-01-01 03:59:00,1.443,14.23,0.1696,1.13,0
2026-01-01 04:00:00,1.752,10.64,0.1459,1.078,0
2026-01-01 04:01:00,1.933,18.19,0.0215,0.859,0
2026-01-01 04:02:00,0.9,14.7,0.0505,1.135,0
2026-01-01 04:03:00,1.333,23.83,0.147,0.882,0
2026-01-01 04:04:00,1.263,15.91,0.0509,1.067,0
2026-01-01 04:05:00,1.173,16.2,0.0888,1.527,0
2026-01-01 04:06:00,2.383,12.09,0.1275,0.597,0
2026-01-01 04:07:00,1.702,14.54,0.0516,1.456,0
2026-01-01 04:08:00,0.87,17.46,0.1053,1.527,0
2026-01-01 04:09:00,1.959,1.32,0.0333,0.953,0
2026-01-01 04:10:00,2.561,4.21,0.0699,0.151,0
2026-01-01 04:11:00,2.016,20.95,0.116,0.757,0
2026-01-01 04:12:00,0.74,16.37,0.0204,1.519,0
2026-01-01 04:13:00,1.258,13.53,0.122,0.991,0
2026-01-01 04:14:00,2.133,15.15,0.099,0.6,0
2026-01-01 04:15:00,1.146,17.78,0.1276,0.798,0
2026-01-01 04:16:00,1.722,10.68,0.1112,1.336,0
2026-01-01 04:17:00,1.887,8.77,0.1682,1.219,0
2026-01-01 04:18:00,1.037,16.57,0.1063,0.904,0
2026-01-01 04:19:00,1.47,7.17,0.0785,0.853,0
2026-01-01 04:20:00,0.1,18.27,0.1061,0.843,0
2026-01-01 04:21:00,0.988,1.38,0.1272,0.631,0
2026-01-01 04:22:00,1.374,23.23,0.1024,1.646,0
2026-01-01 04:23:00,0.876,18.78,0.102,0.871,0
2026-01-01 04:24:00,2.316,17.05,0.0649,1.487,0
2026-01-01 04:25:00,0.785,22.86,0.0669,1.609,0
2026-01-01 04:26:00,1.28,28.32,0.0299,1.399,0
2026-01-01 04:27:00,1.565,23.11,0.1875,0.827,0
2026-01-01 04:28:00,2.221,1.0,0.0378,1.161,0
2026-01-01 04:29:00,0.782,4.76,0.0654,0.99,0
2026-01-01 04:30:00,2.082,10.0,0.0641,0.639,0
2026-01-01 04:31:00,1.505,15.21,0.1447,1.13,0
2026-01-01 04:32:00,1.009,19.14,0.0853,0.528,0
2026-01-01 04:33:00,1.731,9.19,0.1624,1.475,0
2026-01-01 04:34:00,1.6,16.49,0.0663,0.814,0
2026-01-01 04:35:00,1.2,8.96,0.1139,1.08,0
2026-01-01 04:36:00,1.535,10.11,0.0582,1.113,0
2026-01-01 04:37:00,1.307,3.75,0.2073,0.896,0
2026-01-01 04:38:00,1.557,7.61,0.0406,1.235,0
2026-01-01 04:39:00,1.831,4.19,0.1155,0.81,0
2026-01-01 04:40:00,2.293,7.19,0.1317,1.349,0
2026-01-01 04:41:00,0.881,23.43,0.1207,0.462,0
2026-01-01 04:42:00,2.567,7.4,0.0907,1.051,0
2026-01-01 04:43:00,0.524,36.06,0.0935,1.776,0
2026-01-01 04:44:00,1.424,18.95,0.1022,0.6,0
2026-01-01 04:45:00,1.794,16.48,0.0926,0.729,0
2026-01-01 04:46:00,1.64,8.13,0.1482,1.206,0
2026-01-01 04:47:00,1.189,20.6,0.2105,1.072,0
2026-01-01 04:48:00,1.396,10.39,0.0721,1.14,0
2026-01-01 04:49:00,1.253,15.98,0.0315,1.196,0
2026-01-01 04:50:00,1.205,35.48,0.0956,1.254,0
2026-01-01 04:51:00,1.925,14.23,0.229,1.444,0
2026-01-01 04:52:00,1.679,24.19,0.0598,1.164,0
2026-01-01 04:53:00,1.154,9.37,0.182,0.903,0
2026-01-01 04:54:00,1.95,14.72,0.1839,1.269,0
2026-01-01 04:55:00,1.654,29.17,0.0723,1.76,0
2026-01-01 04:56:00,1.906,9.98,0.1284,0.947,0
2026-01-01 04:57:00,1.815,29.5,0.1814,0.61,0
2026-01-01 04:58:00,1.086,20.66,0.081,1.443,0
2026-01-01 04:59:00,1.22,10.5,0.0898,0.952,0
2026-01-01 05:00:00,1.874,20.06,0.0709,0.131,0
2026-01-01 05:01:00,1.805,22.78,0.0493,1.339,0
2026-01-01 05:02:00,1.49,19.97,0.0675,0.786,0
2026-01-01 05:03:00,1.559,2.44,0.0388,0.964,0
2026-01-01 05:04:00,2.139,9.18,0.1017,1.133,0
2026-01-01 05:05:00,1.204,13.02,0.0615,1.076,0
2026-01-01 05:06:00,1.774,14.4,0.1117,1.284,0
2026-01-01 05:07:00,1.399,19.97,0.0222,0.826,0
2026-01-01 05:08:00,1.391,16.42,0.1165,1.205,0
2026-01-01 05:09:00,2.049,4.32,0.1417,0.896,0
2026-01-01 05:10:00,1.913,18.04,0.01,1.296,0
2026-01-01 05:11:00,1.907,19.88,0.1187,1.246,0
2026-01-01 05:12:00,2.153,19.48,0.1614,0.626,0
2026-01-01 05:13:00,1.511,23.65,0.0395,1.434,0
2026-01-01 05:14:00,1.841,21.67,0.1836,0.786,0
2026-01-01 05:15:00,1.345,18.67,0.121,1.323,0
2026-01-01 05:16:00,1.662,14.44,0.0647,1.147,0
2026-01-01 05:17:00,1.435,1.71,0.0972,1.735,0
2026-01-01 05:18:00,1.548,18.44,0.1279,0.911,0
2026-01-01 05:19:00,1.798,16.66,0.1038,0.86,0
2026-01-01 05:20:00,1.091,17.17,0.1269,0.992,0
2026-01-01 05:21:00,2.546,4.79,0.054,0.879,0
2026-01-01 05:22:00,0.997,6.35,0.1085,1.32,0
2026-01-01 05:23:00,0.893,23.43,0.0293,0.353,0
2026-01-01 05:24:00,2.079,14.68,0.0944,0.579,0
2026-01-01 05:25:00,1.896,20.45,0.0548,0.573,0
2026-01-01 05:26:00,1.812,15.23,0.0632,1.38,0
2026-01-01 05:27:00,1.814,15.24,0.1618,1.684,0
2026-01-01 05:28:00,1.494,22.51,0.1546,0.958,0
2026-01-01 05:29:00,1.051,10.87,0.1305,0.932,0
2026-01-01 05:30:00,1.538,15.77,0.0454,1.028,0
2026-01-01 05:31:00,1.161,11.3,0.0842,1.465,0
2026-01-01 05:32:00,1.988,11.52,0.1607,0.629,0
2026-01-01 05:33:00,1.426,12.53,0.1071,1.095,0
2026-01-01 05:34:00,1.087,16.78,0.216,1.39,0
2026-01-01 05:35:00,1.339,11.17,0.1197,1.2,0
2026-01-01 05:36:00,1.706,25.05,0.1096,1.076,0
2026-01-01 05:37:00,1.218,7.84,0.0845,1.4,0
2026-01-01 05:38:00,1.089,13.51,0.1067,0.1,0
2026-01-01 05:39:00,1.622,11.48,0.0924,1.271,0
2026-01-01 05:40:00,1.622,26.58,0.1354,0.738,0
2026-01-01 05:41:00,1.247,16.57,0.1478,0.268,0
2026-01-01 05:42:00,1.264,23.25,0.0607,1.204,0
2026-01-01 05:43:00,1.616,3.12,0.0334,1.549,0
2026-01-01 05:44:00,0.776,17.14,0.01,0.945,0
2026-01-01 05:45:00,0.796,22.12,0.1254,1.381,0
2026-01-01 05:46:00,1.141,15.66,0.0448,1.645,0
2026-01-01 05:47:00,1.393,23.52,0.01,1.526,0
2026-01-01 05:48:00,1.655,10.86,0.1194,1.656,0
2026-01-01 05:49:00,2.238,26.27,0.2246,1.297,0
2026-01-01 05:50:00,1.929,33.39,0.0997,1.03,0
2026-01-01 05:51:00,1.42,12.1,0.1419,0.359,0
2026-01-01 05:52:00,1.49,11.44,0.1041,0.902,0
2026-01-01 05:53:00,0.999,26.63,0.0951,0.663,0
2026-01-01 05:54:00,1.491,27.64,0.146,1.868,0
2026-01-01 05:55:00,1.356,10.82,0.0855,0.93,0
2026-01-01 05:56:00,1.661,11.64,0.1134,1.049,0
2026-01-01 05:57:00,1.086,12.75,0.1161,1.221,0
2026-01-01 05:58:00,1.76,4.24,0.0666,1.017,0
2026-01-01 05:59:00,2.266,7.65,0.1496,1.678,0
2026-01-01 06:00:00,1.446,6.97,0.0913,0.751,0
2026-01-01 06:01:00,1.701,8.86,0.0622,1.078,0
2026-01-01 06:02:00,1.845,14.72,0.1268,0.703,0
2026-01-01 06:03:00,1.299,16.87,0.0551,0.472,0
2026-01-01 06:04:00,1.612,27.4,0.1014,0.755,0
2026-01-01 06:05:00,1.506,7.01,0.0995,0.985,0
2026-01-01 06:06:00,1.549,22.87,0.1543,0.828,0
2026-01-01 06:07:00,1.113,13.29,0.1237,0.723,0
2026-01-01 06:08:00,1.512,14.6,0.0987,0.437,0
2026-01-01 06:09:00,1.749,20.4,0.1409,0.967,0
2026-01-01 06:10:00,2.226,6.02,0.1695,0.398,0
2026-01-01 06:11:00,1.98,18.06,0.1279,1.304,0
2026-01-01 06:12:00,2.577,16.33,0.1005,1.033,0
2026-01-01 06:13:00,1.116,18.94,0.0344,0.417,0
2026-01-01 06:14:00,1.936,17.31,0.0467,0.876,0
2026-01-01 06:15:00,1.592,34.64,0.0847,0.699,0
2026-01-01 06:16:00,2.595,9.9,0.0695,1.128,0
2026-01-01 06:17:00,1.096,10.75,0.0907,1.536,0
2026-01-01 06:18:00,1.08,10.01,0.1028,0.25,0
2026-01-01 06:19:00,1.2,10.56,0.1265,1.046,0
2026-01-01 06:20:00,0.438,9.9,0.0965,0.936,0
2026-01-01 06:21:00,1.237,24.51,0.1243,1.269,0
2026-01-01 06:22:00,1.12,26.36,0.1032,1.085,0
2026-01-01 06:23:00,1.575,10.43,0.01,0.699,0
2026-01-01 06:24:00,1.671,8.34,0.053,0.872,0
2026-01-01 06:25:00,2.438,18.77,0.0928,0.682,0
2026-01-01 06:26:00,1.975,10.58,0.0395,1.43,0
2026-01-01 06:27:00,1.212,20.06,0.13,1.009,0
2026-01-01 06:28:00,1.051,16.62,0.1765,1.76,0
2026-01-01 06:29:00,1.746,2.87,0.1609,0.976,0
2026-01-01 06:30:00,0.84,27.38,0.0893,0.717,0
2026-01-01 06:31:00,2.416,29.37,0.1745,0.395,0
2026-01-01 06:32:00,2.09,10.1,0.1074,0.279,0
2026-01-01 06:33:00,1.265,11.9,0.0831,0.366,0
2026-01-01 06:34:00,0.643,17.29,0.0693,1.107,0
2026-01-01 06:35:00,2.177,17.68,0.0849,1.203,0
2026-01-01 06:36:00,1.443,20.27,0.0806,0.368,0
2026-01-01 06:37:00,2.119,31.08,0.1085,1.358,0
2026-01-01 06:38:00,0.703,13.58,0.108,0.807,0
2026-01-01 06:39:00,1.2,8.61,0.1002,1.059,0
2026-01-01 06:40:00,1.503,3.97,0.1218,1.645,0
2026-01-01 06:41:00,1.523,9.15,0.1595,1.359,0
2026-01-01 06:42:00,1.275,14.73,0.1475,0.893,0
2026-01-01 06:43:00,1.811,29.36,0.0258,0.644,0
2026-01-01 06:44:00,0.966,10.86,0.01,0.139,0
2026-01-01 06:45:00,1.429,16.79,0.1467,0.712,0
2026-01-01 06:46:00,1.56,14.87,0.0317,0.916,0
2026-01-01 06:47:00,1.757,24.51,0.0888,0.605,0
2026-01-01 06:48:00,1.856,35.22,0.0415,0.947,0
2026-01-01 06:49:00,0.938,10.75,0.01,1.031,0
2026-01-01 06:50:00,0.733,11.08,0.1271,0.91,0
2026-01-01 06:51:00,2.139,23.35,0.138,0.74,0
2026-01-01 06:52:00,1.666,20.46,0.0712,1.067,0
2026-01-01 06:53:00,1.126,29.77,0.01,1.177,0
2026-01-01 06:54:00,2.276,19.67,0.0727,0.564,0
2026-01-01 06:55:00,1.558,12.13,0.1196,1.564,0
2026-01-01 06:56:00,2.09,19.73,0.0261,0.961,0
2026-01-01 06:57:00,1.534,23.87,0.1092,1.008,0
2026-01-01 06:58:00,2.53,21.56,0.0992,1.283,0
2026-01-01 06:59:00,2.378,19.06,0.129,1.093,0
2026-01-01 07:00:00,1.376,23.53,0.106,1.381,0
2026-01-01 07:01:00,1.986,24.35,0.0513,1.115,0
2026-01-01 07:02:00,1.823,26.06,0.1598,0.755,0
2026-01-01 07:03:00,2.184,20.19,0.0921,1.145,0
2026-01-01 07:04:00,1.018,13.66,0.0986,0.543,0
2026-01-01 07:05:00,1.843,16.17,0.0533,1.043,0
2026-01-01 07:06:00,2.029,24.65,0.0778,0.987,0
2026-01-01 07:07:00,0.621,8.46,0.0558,0.917,0
2026-01-01 07:08:00,0.908,17.95,0.0914,0.949,0
2026-01-01 07:09:00,0.48,11.85,0.1856,0.247,0
2026-01-01 07:10:00,1.365,15.23,0.0314,0.781,0
2026-01-01 07:11:00,1.859,25.23,0.0193,1.037,0
2026-01-01 07:12:00,2.251,16.53,0.1736,1.064,0
2026-01-01 07:13:00,1.537,15.37,0.0895,0.589,0
2026-01-01 07:14:00,2.314,4.12,0.0665,1.506,0
2026-01-01 07:15:00,0.81,20.97,0.152,0.654,0
